code,roll_no
('9526', '952618104015')
('9526', '952618104016')
('9526', '952618104017')
('9526', '952618104018')
('9526', '952618104019')
('9526', '952618104020')
('9526', '952618104021')
('9526', '952618104301')
('9526', '952618104302')
('9526', '952618104701')
('9526', '952618105001')
('9526', '952618105002')
('9526', '952618105003')
('9526', '952618105004')
('9526', '952618105005')
('9526', '952618105006')
('9526', '952618106001')
('9526', '952618106003')
('9526', '952618106004')
('9526', '952618106005')
('9526', '952618106006')
('9526', '952618106009')
('9526', '952618106010')
('9526', '952620114306')
('9526', '952620114307')
('9526', '952620114332')
('9526', '952618114001')
('9526', '952618114002')
('9526', '952618114003')
('9526', '952618114004')
('9526', '952618114005')
('9526', '952618114006')
('9526', '952618114007')
('9526', '952618114008')
('9526', '952618114011')
('9526', '952618114301')
('9526', '952618114302')
('9526', '952618114303')
('9526', '952618114304')
('9526', '952618114305')
('9526', '952618114701')
('9526', '952621401001')
('9526', '952621401002')
('9526', '952621401003')
('9526', '952621401004')
('9526', '952621401005')
('9526', '952621401006')
('9526', '952621401007')
('9526', '952621401008')
('9526', '952621401009')
('9526', '952621401010')
('9526', '952621401011')
('9526', '952621401012')
('9526', '952621401013')
('9526', '952621401014')
('9526', '952621401015')
('9526', '952621401016')
('9526', '952621401017')
('9526', '952621401018')
('9526', '952620401001')
('9526', '952621405001')
('9526', '952621405002')
('9526', '952621405003')
('9526', '952621405004')
('9526', '952621405005')
('9526', '952621405006')
('9526', '952620405001')
('9526', '952621622003')
('9526', '952621622004')
('9526', '952621622005')
('9526', '952621622006')
('9526', '952621622007')
('9526', '952621622008')
('9526', '952621622009')
('9526', '952621622010')
('9526', '952621622011')
('9526', '952621622012')
('9526', '952621622013')
('9526', '952621622014')
('9526', '952621622015')
('9526', '952621622016')
('9526', '952621622017')
('9526', '952621622018')
('9526', '952621622019')
('9526', '952621622020')
('9526', '952621622021')
('9526', '952620622001')
('9526', '952620622002')
('9526', '952620622003')
('9526', '952620622004')
('9526', '952620622005')
('9526', '952620622006')
('9526', '952620622007')
('9526', '952620622008')
('9526', '952621631001')
('9526', '952621631002')
('9526', '952621631003')
('9526', '952621631004')
('9526', '952621631005')
('9526', '952621631006')
('9526', '952621631007')
('9526', '952621631008')
('9526', '952621631009')
('9526', '952621631010')
('9526', '952621631011')
('9526', '952621631012')
('9526', '952621631013')
('9526', '952621631014')
('9526', '952621631015')
('9526', '952621631016')
('9526', '952621631017')
('9526', '952621631018')
('9526', '952621631019')
('9526', '952621631020')
('9526', '952621631021')
('9526', '952621631022')
('9526', '952621631023')
('9526', '952621631024')
('9526', '952621631025')
('9526', '952621631026')
('9526', '952621631027')
('9526', '952621631028')
('9526', '952621631029')
('9526', '952621631030')
('9526', '952621631031')
('9526', '952621631032')
('9526', '952621631033')
('9526', '952621631034')
('9526', '952621631035')
('9526', '952621631036')
('9526', '952621631037')
('9526', '952621631038')
('9526', '952621631039')
('9526', '952621631040')
('9526', '952621631041')
('9526', '952621631042')
('9526', '952621631043')
('9526', '952621631044')
('9526', '952621631045')
('9526', '952621631046')
('9526', '952621631047')
('9526', '952621631048')
('9526', '952621631049')
('9526', '952621631050')
('9526', '952621631051')
('9526', '952621631052')
('9526', '952621631053')
('9526', '952621631054')
('9526', '952621631055')
('9526', '952621631056')
('9526', '952621631057')
('9526', '952621631058')
('9526', '952621631059')
('9526', '952620631001')
('9526', '952620631003')
('9526', '952620631005')
('9526', '952620631006')
('9526', '952620631007')
('9526', '952620631009')
('9526', '952620631010')
('9526', '952620631011')
('9526', '952620631012')
('9526', '952620631013')
('9526', '952620631014')
('9526', '952620631015')
('9526', '952620631016')
('9526', '952620631017')
('9526', '952620631018')
('9526', '952620631019')
('9527', '952718103001')
('9527', '952718103002')
('9527', '952718103004')
('9527', '952718103005')
('9527', '952718103007')
('9527', '952718103008')
('9527', '952718103009')
('9527', '952718103010')
('9527', '952718103011')
('9527', '952718103012')
('9527', '952718103013')
('9527', '952718103014')
('9527', '952718103015')
('9527', '952718103016')
('9527', '952718103017')
('9527', '952718103018')
('9527', '952718103019')
('9527', '952721104006')
('9527', '952718104001')
('9527', '952718104002')
('9527', '952718104003')
('9527', '952718104004')
('9527', '952718104005')
('9527', '952718104006')
('9527', '952718104007')
('9527', '952718104008')
('9527', '952718104009')
('9527', '952718104010')
('9527', '952718104012')
('9527', '952718104013')
('9527', '952718104014')
('9527', '952718104015')
('9527', '952718104016')
('9527', '952718104017')
('9527', '952718104018')
('9527', '952718104019')
('9527', '952718104020')
('9527', '952718104021')
('9527', '952718104022')
('9527', '952718104023')
('9527', '952718105001')
('9527', '952718105002')
('9527', '952718105003')
('9527', '952718105004')
('9527', '952718105005')
('9527', '952718105006')
('9527', '952718105007')
('9527', '952718105008')
('9527', '952718105009')
('9527', '952718105010')
('9527', '952718105011')
('9527', '952718105012')
('9527', '952718105013')
('9527', '952718105301')
('9527', '952718105302')
('9527', '952718105303')
('9527', '952718106001')
('9527', '952718106002')
('9527', '952718106003')
('9527', '952718106004')
('9527', '952718106005')
('9527', '952718106006')
('9527', '952718106007')
('9527', '952718106008')
('9527', '952718106009')
('9527', '952718106010')
('9527', '952718106011')
('9527', '952718106012')
('9527', '952718106013')
('9527', '952718106014')
('9527', '952718106015')
('9527', '952718106016')
('9527', '952718106017')
('9527', '952718106018')
('9527', '952718106019')
('9527', '952718106020')
('9527', '952718114001')
('9527', '952718114002')
('9527', '952718114004')
('9527', '952718114005')
('9527', '952718114006')
('9527', '952718114008')
('9527', '952718114009')
('9527', '952718114010')
('9527', '952718114012')
('9527', '952718114013')
('9527', '952718114014')
('9527', '952718114015')
('9527', '952718114017')
('9527', '952718114018')
('9527', '952718114019')
('9527', '952718114020')
('9527', '952718114021')
('9527', '952718114022')
('9527', '952718114023')
('9527', '952718114025')
('9527', '952718114026')
('9527', '952718114028')
('9527', '952718114029')
('9527', '952718114030')
('9527', '952718114031')
('9527', '952718114032')
('9527', '952718114033')
('9527', '952718114301')
('9527', '952718114302')
('9527', '952718114303')
('9527', '952718114701')
('9527', '952718114701')
('9527', '952721405001')
('9527', '952721419001')
('9527', '952721419002')
('9527', '952721419003')
('9527', '952721419004')
('9527', '952720419001')
('9527', '952719621001')
('9527', '952719621002')
('9527', '952719621003')
('9527', '952721622001')
('9527', '952721622002')
('9527', '952721622003')
('9527', '952721622004')
('9527', '952721622005')
('9527', '952721622006')
('9527', '952721622007')
('9527', '952721622008')
('9527', '952721622009')
('9527', '952721622010')
('9527', '952721622011')
('9527', '952721622012')
('9527', '952721622013')
('9527', '952721622014')
('9527', '952720622001')
('9527', '952720622002')
('9527', '952720622003')
('9528', '952820103302')
('9528', '952820103306')
('9528', '952818103001')
('9528', '952818103002')
('9528', '952818103003')
('9528', '952818103004')
('9528', '952818103005')
('9528', '952818103006')
('9528', '952818103007')
('9528', '952818103008')
('9528', '952818103010')
('9528', '952818103011')
('9528', '952818103301')
('9528', '952818103302')
('9528', '952818103303')
('9528', '952821104006')
('9528', '952821104028')
('9528', '952821104058')
('9528', '952821104107')
('9528', '952820104054')
('9528', '952820104302')
('9528', '952820104304')
('9528', '952820104306')
('9528', '952820104312')
('9528', '952818104001')
('9528', '952818104002')
('9528', '952818104003')
('9528', '952818104004')
('9528', '952818104005')
('9528', '952818104006')
('9528', '952818104007')
('9528', '952818104008')
('9528', '952818104009')
('9528', '952818104010')
('9528', '952818104011')
('9528', '952818104012')
('9528', '952818104013')
('9528', '952818104014')
('9528', '952818104015')
('9528', '952818104016')
('9528', '952818104017')
('9528', '952818104018')
('9528', '952818104019')
('9528', '952818104020')
('9528', '952818104021')
('9528', '952818104022')
('9528', '952818104023')
('9528', '952818104024')
('9528', '952818104025')
('9528', '952818104026')
('9528', '952818104027')
('9528', '952818104028')
('9528', '952818104301')
('9528', '952818104302')
('9528', '952818104304')
('9528', '952818104701')
('9528', '952818104702')
('9528', '952818105002')
('9528', '952818105003')
('9528', '952818105004')
('9528', '952818105005')
('9528', '952818105006')
('9528', '952818105007')
('9528', '952818105008')
('9528', '952818105009')
('9528', '952818105010')
('9528', '952818105011')
('9528', '952818105012')
('9528', '952818105013')
('9528', '952818105014')
('9528', '952818105015')
('9528', '952818105017')
('9528', '952818105301')
('9528', '952818105302')
('9528', '952818105303')
('9528', '952818105304')
('9528', '952818105305')
('9528', '952818105306')
('9528', '952818105307')
('9528', '952818105308')
('9528', '952818106001')
('9528', '952818106002')
('9528', '952818106003')
('9528', '952818106004')
('9528', '952818106005')
('9528', '952818106006')
('9528', '952818106007')
('9528', '952818106008')
('9528', '952818106010')
('9528', '952818106011')
('9528', '952818106012')
('9528', '952818106013')
('9528', '952818106014')
('9528', '952818106015')
('9528', '952818106016')
('9528', '952818106017')
('9528', '952818106018')
('9528', '952818106019')
('9528', '952818106020')
('9528', '952818106301')
('9528', '952819114317')
('9528', '952818114002')
('9528', '952818114003')
('9528', '952818114004')
('9528', '952818114005')
('9528', '952818114006')
('9528', '952818114007')
('9528', '952818114008')
('9528', '952818114009')
('9528', '952818114010')
('9528', '952818114011')
('9528', '952818114012')
('9528', '952818114013')
('9528', '952818114014')
('9528', '952818114016')
('9528', '952818114017')
('9528', '952818114018')
('9528', '952818114020')
('9528', '952818114021')
('9528', '952818114022')
('9528', '952818114023')
('9528', '952818114024')
('9528', '952818114025')
('9528', '952818114026')
('9528', '952818114027')
('9528', '952818114028')
('9528', '952818114029')
('9528', '952818114030')
('9528', '952818114031')
('9528', '952818114032')
('9528', '952818114033')
('9528', '952818114034')
('9528', '952818114035')
('9528', '952818114037')
('9528', '952818114038')
('9528', '952818114039')
('9528', '952818114040')
('9528', '952818114041')
('9528', '952818114042')
('9528', '952818114043')
('9528', '952818114044')
('9528', '952818114045')
('9528', '952818114046')
('9528', '952818114047')
('9528', '952818114048')
('9528', '952818114049')
('9528', '952818114050')
('9528', '952818114051')
('9528', '952818114052')
('9528', '952818114301')
('9528', '952818114302')
('9528', '952818114303')
('9528', '952818114304')
('9528', '952818114305')
('9528', '952818114306')
('9528', '952818114307')
('9528', '952818114308')
('9528', '952818114309')
('9528', '952818114310')
('9528', '952818114311')
('9528', '952818114312')
('9528', '952818114313')
('9528', '952818114314')
('9528', '952818114316')
('9528', '952818114317')
('9528', '952818114318')
('9528', '952818114319')
('9528', '952818114320')
('9528', '952818114321')
('9528', '952818114322')
('9528', '952818114323')
('9528', '952818114324')
('9528', '952818114325')
('9528', '952818114326')
('9528', '952818114327')
('9528', '952818114328')
('9528', '952821401001')
('9528', '952821401002')
('9528', '952821401003')
('9528', '952821401004')
('9528', '952821401005')
('9528', '952821401006')
('9528', '952821401007')
('9528', '952821401008')
('9528', '952820401002')
('9528', '952820401003')
('9528', '952820401004')
('9528', '952821405002')
('9528', '952821405003')
('9528', '952821405004')
('9528', '952821405005')
('9528', '952821405006')
('9528', '952821405007')
('9528', '952821405008')
('9528', '952821405009')
('9528', '952821405010')
('9528', '952821405011')
('9528', '952821405012')
('9528', '952821405013')
('9528', '952821405014')
('9528', '952821405015')
('9528', '952821405016')
('9528', '952820405001')
('9528', '952820405002')
('9528', '952820405003')
('9528', '952820405005')
('9528', '952820405006')
('9528', '952820405008')
('9528', '952820405009')
('9528', '952820405010')
('9528', '952820405011')
('9528', '952821415001')
('9528', '952821415002')
('9528', '952821415003')
('9528', '952821415004')
('9528', '952821415005')
('9528', '952821415006')
('9528', '952821415008')
('9528', '952821415009')
('9528', '952821415010')
('9528', '952821415011')
('9528', '952820415001')
('9528', '952820415002')
('9528', '952820415004')
('9528', '952820415005')
